岡三－ワールド・ソブリンインカム	岡三アセットマネジメント	+0.21%	2002/03/26	無期限	1.155%	64,445百万円	主要投資対象はワールド・ソブリンインカムマザーファンドの受益証券で、マザーファンドを通じて日本を含む主要先進各国のソブリン債（国債及び政府保証債等）に分散投資を行います。リスク分散を図ったうえで、長期的に安定した収益を確保し、信託財産の成長を目指して運用を行う毎月決算型の商品です。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=209311023&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－ピムコ	三菱ＵＦＪ国際投信	+2.58%	2003/08/08	無期限	1.43%	64,190百万円	主として日本を除く世界の高利回り債券（ハイ・イールド債券）と、投資適格債券に投資いたします。毎月決算を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203311038&int_fd=fund:psearch:search_result
ＨＳＢＣ－ＨＳＢＣ	ＨＳＢＣアセットマネジメント	+1.03%	null	null	2.2%	63,652百万円	10億人にのぼる世界第2位の人口を擁し、経済成長路線を走り始めたインド。当ファンドはマザーファンド受益証券への投資を通じ、主としてインドの証券取引所に上場する株式を投資対象とします。また、株価は企業の業績やマクロ経済の動向等様々な要因で変動します。そのためHSBCでは1つの投資決定方法に偏ることなく、景気サイクル等の分析（トップダウン）と徹底した企業分析（ボトムアップ）を併用しています。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=25131104B&int_fd=fund:psearch:search_result
Ｏｎｅ－ＤＩＡＭ	アセットマネジメントＯｎｅ	-3.97%	2003/12/25	無期限	1.1%	63,374百万円	東京証券取引所に上場し、東証REIT指数に採用されている（または採用予定の）J-REIT（不動産投資信託証券）を主要投資対象とします。主としてDIAMJ-REITオープン・マザーファンド受益証券への投資を通じ、J-REIT（不動産投資信託証券）に投資し、中長期的に東証REIT指数（配当込み）を上回る投資成果を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731103C&int_fd=fund:psearch:search_result
ＳＢＩ－ＳＢＩ・全世界株式インデックス・ファンド	ＳＢＩアセットマネジメント	+3.33%	2017/12/06	無期限	0.1102%程度	63,242百万円	全世界の株式市場の動きを捉えることを目指して、ＦＴＳＥグローバル・オールキャップ・インデックス（円換算ベース）に連動する投資成果を目標として運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=28931217C&int_fd=fund:psearch:search_result
三井住友ＴＡＭ－Ｊ－ＲＥＩＴ・リサーチ・オープン（年２回決算型）	三井住友トラスト・アセットマネジメント	-1.28%	null	null	1.1%	63,216百万円	J-REITを主要投資対象とするファミリーファンド方式で運用を行い、投資信託財産の中長期的な成長を目指して運用を行います。原則として、年2回決算を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=26431613B&int_fd=fund:psearch:search_result
Ｏｎｅ－みずほＵＳハイイールドオープンＢコース（為替ヘッジなし）	アセットマネジメントＯｎｅ	+4.45%	2004/06/30	無期限	1.54%	62,423百万円	米国の米国ドル建てのハイイールド債を主要投資対象とします。ロード・アベット・アンド・カンパニーエルエルシーが運用を行ないます。原則として毎月分配を目指します。為替ヘッジは行ないません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=247313046&int_fd=fund:psearch:search_result
ＪＰＭ－ＪＰＭザ・ジャパン	ＪＰモルガン・アセット・マネジメント	+1.78%	null	null	1.87%	62,086百万円	マザーファンドを通じて、日本の構造変化の中で利益成長性が高く、株主を重視した経営を行っており、かつこれらの状況を市場が株価に織り込んでいない企業に投資し、信託財産の中長期的な成長を図ることを目的に、積極的な運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=21731199C&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－ｅＭＡＸＩＳ先進国株式インデックス	三菱ＵＦＪ国際投信	+3.81%	null	null	0.66%以内	62,060百万円	ＭＳＣＩコクサイ・インデックス（配当込み、円換算ベース）と連動する投資成果をめざして運用を行います。原則として為替ヘッジを行いません。年1回決算を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20331509A&int_fd=fund:psearch:search_result
三井住友ＤＳ－グローバル好配当株オープン	三井住友ＤＳアセットマネジメント	+10.46%	2005/07/22	無期限	1.188％	61,577百万円	世界主要国の好配当株式に投資します。主に配当利回りに着目し、相対的に配当利回りの高い銘柄を中心に投資します。投資地域は、北米/欧州/アジアオセアニアへ均等投資とすることを基本とします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279314057&int_fd=fund:psearch:search_result
大和－ｉＦｒｅｅ	大和アセットマネジメント	+3.98%	2017/08/31	無期限	0.2475%	61,370百万円	米国の株式に投資し、投資成果をS&amp;P500指数（円ベース）の動きに連動させることをめざして運用を行ないます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=204318178&int_fd=fund:psearch:search_result
野村－野村つみたて外国株投信	野村アセットマネジメント	+3.90%	2017/10/02	無期限	0.209%	60,594百万円	先進国と新興国の株式に投資し、MSCIACWI(除く日本、配当込み、円換算ベース）の中長期的な動きを概ね捉える投資成果を目指して運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20131317A&int_fd=fund:psearch:search_result
ニッセイ－ニッセイ／パトナム・インカムオープン	ニッセイアセットマネジメント	+4.99%	null	null	1.65%	60,567百万円	主に米ドル建の米国国債、モーゲージ証券、社債、ハイイールド債等に分散投資し、運用収益の獲得を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229311987&int_fd=fund:psearch:search_result
Ｏｎｅ－グローバル・アロケーション・オープンＢコース年４回決算・為替ヘッジなし	アセットマネジメントＯｎｅ	+2.86%	null	null	2.068%	59,499百万円	投資信託証券への投資を通じて、世界各国の株式や債券などさまざまな資産への分散投資で得られる収益の獲得を目指します。為替ヘッジの有無および決算頻度の違いに応じて4つのコースからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731813A&int_fd=fund:psearch:search_result
Ｏｎｅ－グローバル・ハイクオリティ成長株式ファンド（限定為替ヘッジ）	アセットマネジメントＯｎｅ	-34.88%	null	null	1.87%	59,265百万円	世界の金融商品取引所上場株式に投資を行います。ポートフォリオの構築にあたっては、投資アイデアの分析・評価や、個別企業の競争優位性、成長力の評価に基づき選定した質の高いと考えられる企業の中から、市場価格が理論価格より割安と判断される銘柄を厳選して投資を行います。「限定為替ヘッジ」と「為替ヘッジなし」の２つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=247315169&int_fd=fund:psearch:search_result
ピクテ－ピクテ・バイオ医薬品ファンド（毎月決算型）為替ヘッジなしコース	ピクテ投信投資顧問	-3.39%	2004/10/29	無期限	2.09%	59,204百万円	主に世界のバイオ医薬品関連企業の株式に投資します。毎月決算を行い、収益分配方針に基づき分配を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24231104A&int_fd=fund:psearch:search_result
日興－グローバル・モビリティ・サービス株式ファンド（１年決算型）	日興アセットマネジメント	-17.79%	2018/01/31	2028/01/20	1.925％	59,077百万円	世界の株式の中から今後の成長が期待されるモビリティ・サービス関連企業（MaaS関連企業）の株式などに投資します。MaaS（マース）とは、「MobilityasaService」の略称で、MaaS関連企業には、移動手段として、自動車などの「モノ」を提供する企業や、ライドシェアリングのように「サービス」を提供する企業などがあります。年1回決算を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202311181&int_fd=fund:psearch:search_result
キャピタル・インターナショナル－キャピタル世界株式ファンド年２回決算（分配重視）	キャピタル・インターナショナル	-8.36%	null	null	1.701%程度	58,692百万円	世界各国の株式等へ分散投資をすることで信託財産の中長期的な成長を目指した運用を行ないます。キャピタルグループのグローバルな調査力・運用力を活用します。複数のポートフォリオ・マネジャーが運用に携わることによって、投資対象やアイデアの分散を図り、安定的かつ継続的な運用成果の獲得を目指します。決算回数と為替ヘッジの有無が異なる4つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=29331218B&int_fd=fund:psearch:search_result
ニッセイ－ニッセイグローバル好配当株式プラス（毎月決算型）	ニッセイアセットマネジメント	+3.25%	2011/11/01	2025/10/15	1.727%	58,547百万円	好配当株式への投資と“プレミアムプラス戦略”により、安定した収益の確保と値上がり益の獲得をめざします。好配当株式への投資は、新興国を含め全世界の株式を対象とし、相対的に配当利回りの高い銘柄を中心に、企業業績の動向等も総合的に勘案し銘柄を決定します。プレミアムプラス戦略とは、オプション取引を活用し、保有株式の一定水準以上の値上がり益を放棄する見返りとしてオプション料（プレミアム）収入を獲得し、安定した収益の確保をめざす戦略をいいます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=22931111B&int_fd=fund:psearch:search_result
野村－野村インデックスファンド・日経２２５	野村アセットマネジメント	-0.83%	2010/11/26	無期限	0.44%	57,914百万円	ミリオン･インデックスマザーファンド受益証券を主要投資対象とし、日経平均株価（日経225）と連動する投資成果を目指して運用を行ないます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20131510B&int_fd=fund:psearch:search_result
三井住友ＤＳ－グローバルＤＸ関連株式ファンド（資産成長型）	三井住友ＤＳアセットマネジメント	-28.43%	2020/09/15	2030/09/10	1.903％程度	57,787百万円	世界の取引所に上場している株式の中から、主としてデジタル技術を活用し革新的なビジネスをもたらすＤＸ（デジタル・トランスフォーメーション）関連企業の株式に投資を行います。「予想分配金提示型」と「資産成長型」の２つのファンドからご選択いただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279318209&int_fd=fund:psearch:search_result
日興－スマート・ファイブ（１年決算型）	日興アセットマネジメント	+0.69%	null	null	1.47175％以内	57,352百万円	中長期的に収益が期待できる5つの資産（日本国債、海外債券、グローバル株式、グローバルREIT、金）を主要投資対象とします。基準価額の変動抑制効果を高めながら魅力的な収益を追求することをめざして、5資産の配分比率を決定します。また、この比率は定期的に見直します。原則として、為替ヘッジは行ないません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202313137&int_fd=fund:psearch:search_result
フィデリティ－フィデリティ・米国株式ファンド	フィデリティ投信	-7.50%	2018/05/22	2028/05/22	1.65%	56,103百万円	米国株を中心に日本を含む世界の金融商品取引所に上場されている企業の株式に投資を行ないます。市場関係者が気づかない時代から直接面談にとどまらず、投資先企業のライバルや取引先などへの訪問を通じて、新しい時代を切り開く企業、移り行く時代の中で最も成功できる企業を発掘し、選別投資しています。決算頻度および為替ヘッジ有無の異なる4つのコースからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=232313185&int_fd=fund:psearch:search_result
大和－マンＡＨＬスマート・レバレッジ戦略ファンド	大和アセットマネジメント	-16.21%	2019/11/12	2024/10/11	1.6375％～2.1875％程度	55,842百万円	世界各国の株価指数先物・債券先物等に投資を行ない、独自の数量モデルを活用してデリバティブ取引を行ないます。なお、目標ボラティリティは10％とします。最先端のシステムが世界中の市場を24時間データ分析することで収益機会を追求します。為替変動リスクを低減するため、為替ヘッジを行ないます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20431119B&int_fd=fund:psearch:search_result
フィデリティ－フィデリティ・ジャパン・オープン	フィデリティ投信	-12.41%	null	null	1.683%以内	55,114百万円	わが国の株式を主要投資対象とします。個別企業分析に基づき、わが国の高成長企業を選定し、利益成長性等と比較して妥当と判断される株価水準で投資を行ないます。TOPIX（配当金込）をベンチマークとします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=23231195C&int_fd=fund:psearch:search_result
りそなＡＭ－りそなラップ型ファンド（安定型）	りそなアセットマネジメント	-5.91%	null	null	0.66%	54,999百万円	世界各国の債券、株式およびリートなどの８つの資産に分散投資します。中長期的な運用のニーズやとり得るリスクの水準に応じて「安定型」「安定成長型」「成長型」の3つのファンドからお選びいただけます。実質組入外貨建資産については、原則として為替ヘッジは行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=2AJ311162&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－次世代米国代表株ファンド	三菱ＵＦＪ国際投信	-0.90%	null	null	1.595%	54,817百万円	ニューヨーク証券取引所に上場している企業およびＮＡＳＤＡＱに登録されている企業の株式を投資対象とします。主として米国において取引されている次世代の米国経済の主役となり得ると委託会社が判断した企業の株式に投資を行います。ダウ・ジョーンズ工業株価平均（ダウ工業株30種）における構成銘柄を参考にポートフォリオの構築を行います。今後の経済環境、社会構造に関する見通しを基に、変化に対応し成長が見込まれる投資銘柄を厳選し、30銘柄程度に投資を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203311135&int_fd=fund:psearch:search_result
三井住友ＤＳ－日興ブラックロック・ハイ・クオリティ・アロケーション	三井住友ＤＳアセットマネジメント	+5.64%	null	null	2.068％	54,725百万円	主として世界各国の株式や債券など、さまざまな資産への分散投資により信託財産の中長期的な成長を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279312146&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－ベイリー・ギフォード世界長期成長株ファンド	三菱ＵＦＪ国際投信	-31.66%	2019/01/31	2039/01/25	1.6445%程度	54,179百万円	日本を含む世界各国の株式等に投資を行います。投資にあたっては、国や地域、業種、時価総額に捉われずに、個別企業に対する独自の調査に基づき、長期の視点で高い成長が期待される企業の株式等に厳選して投資を行います。「ロングターム・グローバル・グロース戦略（LTGG戦略）」を活用し、10年先を見据え、長期の視点で銘柄選定を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203311191&int_fd=fund:psearch:search_result
ニッセイ－ＤＣニッセイワールドセレクトファンド（標準型）	ニッセイアセットマネジメント	+0.64%	2003/01/10	無期限	0.154%	53,995百万円	国内株式・国内債券・外国株式・外国債券を投資対象としたバランス運用を行い、国内外の株式市場および債券市場の動きを捉えることを目指します。＜債券重視型＞、＜標準型＞、＜株式重視型＞の3つのタイプがあります。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229312031&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－三菱ＵＦＪ	三菱ＵＦＪ国際投信	+8.95%	2003/03/14	無期限	1.155%	53,860百万円	国債、政府機関債、州政府債、国際機関債等の一般的にソブリン債といわれている債券に限定して分散投資します。原則として、豪ドル建ての公社債から受け取る利子配当収入を中心に、経費等を勘案したうえで、分配金の支払いを行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203311033&int_fd=fund:psearch:search_result
アムンディ－日興レジェンド・イーグル・ファンド（資産成長コース）	アムンディ・ジャパン	+14.05%	2009/09/11	無期限	2.032％程度	53,446百万円	主に割安と判断される世界の株式等に実質的に投資し、ドルベースで相場環境にかかわらずプラスのリターンを追求することで投資信託財産の長期的な成長を目指します。銘柄選別においてはボトムアップ方式により調査を行い、PBR等の伝統的なバリュエーション分析のほか、フリーキャッシュフロー等、様々な分析を加え、財務内容を徹底的に分析します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=258311099&int_fd=fund:psearch:search_result
りそなＡＭ－りそなラップ型ファンド（安定成長型）	りそなアセットマネジメント	-3.53%	null	null	1.1%	53,052百万円	世界各国の債券、株式およびリートなどの８つの資産に分散投資します。中長期的な運用のニーズやとり得るリスクの水準に応じて「安定型」「安定成長型」「成長型」の3つのファンドからお選びいただけます。実質組入外貨建資産については、原則として為替ヘッジは行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=2AJ312162&int_fd=fund:psearch:search_result
Ｏｎｅ－ゴールドマン・サックス社債／国際分散投資戦略ファンド２０１８－０９	アセットマネジメントＯｎｅ	-6.18%	2018/09/28	2028/10/10	0.385%以内＋成功報酬	52,796百万円	ゴールドマン・サックスが発行する円建債券に高位に投資し、設定日から約10年後の満期償還時の当ファンドの償還価額について、元本確保をめざします。国際分散投資戦略の収益により決定されるゴールドマン・サックス社債の利金を獲得することをめざします。ゴールドマン・サックス社債の利金収入から諸コスト等を差し引いた分配原資のなかから、年1回の決算時に分配を行うことをめざします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=147211189&int_fd=fund:psearch:search_result
野村－のむラップ・ファンド（保守型）	野村アセットマネジメント	-0.09%	null	null	1.188%	52,727百万円	国内株式、国内債券、外国株式、外国債券、世界各国（日本を含む）のREITに分散投資を行います。助言会社である野村證券株式会社は独自に開発したモデルを用い、より効率的と想定される投資配分比率を算出します。リスク水準が異なる「保守型」、「やや保守型」、「普通型」、「やや積極型」、「積極型」の5つのファンドがあります。原則として為替ヘッジを行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=201312103&int_fd=fund:psearch:search_result
ニッセイ－ニッセイＡＩ関連株式ファンド（為替ヘッジなし）	ニッセイアセットマネジメント	-21.30%	null	null	1.8925%程度	52,697百万円	日本を含む世界各国の株式の中から、主にＡＩ（人工知能）関連企業の株式に投資を行います。ＡＩ（人工知能）とは、ArtificialIntelligenceの略で、学習・推論・判断といった人間の知能のもつ機能を備えたコンピュータ・システムのことをさします。「為替ヘッジあり」と「為替ヘッジなし」の2つのファンドから選択いただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=22931516B&int_fd=fund:psearch:search_result
楽天－楽天日本株４．３倍ブル	楽天投信投資顧問	-17.77%	2015/10/07	2025/06/13	1.243%	52,513百万円	株価指数先物取引およびわが国の短期公社債を主要投資対象とします。株価指数先物取引を積極的に活用することで、日々の基準価額の値動きがわが国の株式市場の値動きに対して概ね4.3倍程度となることを目指して運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=29I31115A&int_fd=fund:psearch:search_result
三井住友ＤＳ－三井住友・豪ドル債ファンド	三井住友ＤＳアセットマネジメント	+5.68%	2003/06/16	無期限	1.353%	52,361百万円	主としてオーストラリアドル建ての債券、ニュージーランドドル建ての債券、またはその関連派生商品（先物取引、オプション取引、各種スワップ取引等）で運用します。外貨建資産については、原則として円に対しての為替ヘッジを行いません。ＵＢＳオーストラリアコンポジットボンドインデックス（円ベース）をベンチマークとし、ベンチマークを上回る投資成果を目指します。運用の指図に関する権限の一部をピムコジャパンリミテッドに委託します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279311036&int_fd=fund:psearch:search_result
三井住友ＤＳ－テトラ・エクイティ	三井住友ＤＳアセットマネジメント	-26.11%	null	null	0.954％程度	52,344百万円	米国の株価指数先物取引を機動的に活用します。米国株式市場の4つのトレンドに着目し、トレンドを捉える4つの戦略の組合せにより収益の獲得を目指し、信託財産の中長期的な成長を目指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=27931119B&int_fd=fund:psearch:search_result
日興－年金積立	日興アセットマネジメント	-3.78%	null	null	0.902%	52,111百万円	国内の株式を投資対象とし、成長性が高く株主への利益還元が期待できる企業に投資します。徹底したボトムアップ・リサーチで、勝ち組成長企業の選定を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20231Q01A&int_fd=fund:psearch:search_result
大和－ダイワ・グローバルＩｏＴ関連株ファンド－ＡＩ新時代－（為替ヘッジなし）	大和アセットマネジメント	-19.28%	null	null	1.8051%程度	51,807百万円	世界のIoT関連企業の株式に投資します。当ファンドにおけるIoT関連企業とは、「IoTを活用した製品・サービスの提供およびビジネスの創出・拡大を行なう企業」、「IoTを支える通信インフラを管理・提供する企業」、「IoTに関連した技術を駆使し、AI（人口知能）に携わる企業」を指します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=204313174&int_fd=fund:psearch:search_result
三菱ＵＦＪ国際－ｅＭＡＸＩＳ	三菱ＵＦＪ国際投信	+0.22%	2017/02/27	無期限	0.154%以内	51,806百万円	東証株価指数（ＴＯＰＩＸ）（配当込み）と連動する投資成果をめざして運用を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=203317172&int_fd=fund:psearch:search_result
Ｏｎｅ－世界ｅコマース関連株式オープン	アセットマネジメントＯｎｅ	-19.24%	null	null	1.43%~1.76%	51,496百万円	日本を含む世界の株式のうち、eコマース（電子商取引）をはじめとした、新たな消費関連サービスの成長から恩恵を受けると判断される消費関連企業の株式に投資を行います。ボトムアップで個別銘柄のファンダメンタルズ分析を行い、利益成長性、バリュエーション等を勘案して組入銘柄を選定します。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=247311179&int_fd=fund:psearch:search_result
ニッセイ－ニッセイＪリートオープン（毎月分配型）	ニッセイアセットマネジメント	-2.72%	2010/02/22	2028/11/13	1.1%	51,469百万円	国内の金融商品取引所に上場（これに準ずる市場で取引されているものを含む）している不動産投資信託証券（J-REIT）を実質的な主要投資対象とします。運用にあたっては、「不動産としてのＪ-ＲＥＩＴ」と｢有価証券としてのＪ-ＲＥＩＴ」の２つの側面に着目します。ニッセイ基礎研究所から不動産市場およびＪ-ＲＥＩＴ市場に関する調査・分析等の助言を受け、ファンドの運用に活用します。毎月、分配金をお支払いすることをめざします。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229312102&int_fd=fund:psearch:search_result
ニッセイ－ニッセイＳＤＧｓグローバルセレクトファンド年２回決算型・為替ヘッジなし	ニッセイアセットマネジメント	-23.07%	null	null	1.584%	50,632百万円	日本を含む世界各国の株式に投資し、SDGs（持続可能な開発目標)達成に関連した事業を展開する企業のなかから、株価上昇が期待される銘柄を厳選します。為替ヘッジの有無と決算頻度の異なる4つのファンドからお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229319185&int_fd=fund:psearch:search_result
大和－ブラジル・ボンド・オープン（毎月決算型）	大和アセットマネジメント	+22.80%	2008/11/26	無期限	1.474%	50,339百万円	主としてブラジル・レアル建債券に投資いたします。毎月決算を行います。原則として為替ヘッジは行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=20431508B&int_fd=fund:psearch:search_result
ピクテ－ピクテ・アセット・アロケーション・ファンド（毎月分配型）	ピクテ投信投資顧問	-4.88%	2012/02/29	無期限	1.628%程度	50,236百万円	主に世界の株式、債券、金などに分散投資します。市場環境に応じて資産配分を機動的に変更します。毎月決算を行い、収益分配方針に基づき分配を行います。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=242312122&int_fd=fund:psearch:search_result
アムンディ－アムンディ・次世代医療テクノロジー・ファンド（年２回決算型）	アムンディ・ジャパン	-9.06%	null	null	1.793%	50,118百万円	先進国の医療テクノロジー関連企業の株式に投資します。ファンドにおける「医療テクノロジー関連企業」には、医療機器、診療器具、医療サービス等が含まれます。個別銘柄選択を重視した運用を行い、実質組入外貨建資産については原則として為替ヘッジを行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=258311187&int_fd=fund:psearch:search_result
大和－ｉＦｒｅｅＮＥＸＴ	大和アセットマネジメント	-9.02%	null	null	0.495%	50,063百万円	米国の株式に投資し、NASDAQ100指数（円ベース）の動きに連動した投資成果をめざします。為替変動リスクを回避するための為替ヘッジは原則として行ないません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=204317188&int_fd=fund:psearch:search_result
大和－クリーンテック株式ファンド（資産成長型）	大和アセットマネジメント	-6.22%	2020/07/31	2030/05/10	1.7171％程度	49,680百万円	世界のクリーンテック関連企業の株式に投資します。クリーンテック関連企業とは、環境にやさしい輸送手段の利用、代替エネルギーへの移行、より健康的な食生活と持続可能な食糧供給の実現、水資源の保全や再利用、廃棄物削減などを促す活動を事業の中心に据える企業をいいます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=204311207&int_fd=fund:psearch:search_result
ニッセイ－＜購入・換金手数料なし＞ニッセイＴＯＰＩＸインデックスファンド	ニッセイアセットマネジメント	+0.19%	2015/04/27	無期限	0.154%以内	49,231百万円	TOPIX（東証株価指数）の動きに連動する投資成果をめざします。購入時および換金時の手数料は無料です。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=229312154&int_fd=fund:psearch:search_result
ＵＢＳ－ＵＢＳオーストラリア債券オープン（毎月分配型）	ＵＢＳアセット・マネジメント	+5.16%	2003/08/15	無期限	1.1%	49,134百万円	オーストラリアドル建ての国債、州政府債および国際機関債等に分散投資し、安定した収益の確保および信託財産の成長を目指して運用を行います。組入国債等の利子・配当等収益等を中心に、原則として毎月分配を行う方針です。外貨建資産については、原則として為替ヘッジを行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=250311038&int_fd=fund:psearch:search_result
Ｏｎｅ－グローバル・セキュリティ株式ファンド（３ヵ月決算型）	アセットマネジメントＯｎｅ	-7.94%	null	null	1.892%	49,057百万円	日本を含む世界の株式を投資対象とし、日常生活に不可欠な「情報・身体・移動等の安全」を支えるサービスを提供する企業の株式に投資します。株式への投資にあたっては、セキュリティ関連企業の中から、個別企業の製品・サービスや経営陣の質、利益成長性等の分析を行い、投資銘柄を選定します。「3ヶ月決算型」と「1年決算型」からお選びいただけます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=24731H15C&int_fd=fund:psearch:search_result
三井住友ＤＳ－世界インパクト投資ファンド	三井住友ＤＳアセットマネジメント	-5.87%	null	null	1.98%	48,892百万円	世界の株式の中から社会的な課題の解決にあたる革新的な技術やビジネスモデルを有する企業に投資します。銘柄選定にあたっては、社会的課題の解決（社会的インパクト）に取り組む企業に着目し、個々の企業のファンダメンタル分析等を行い、投資魅力のある銘柄に投資します。実質組入外貨建資産については、原則として対円での為替ヘッジを行いません。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=279314168&int_fd=fund:psearch:search_result
野村－ノムラ日本株戦略ファンド	野村アセットマネジメント	-6.57%	null	null	2.09%	48,714百万円	わが国の株式を実質的な主要投資対象とし、積極的な運用を行なうことを基本とします。TOPIX(東証株価指数)をベンチマークとし、マルチ・スタイル運用により、異なる3つの投資スタイルを組み合わせます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=201311002&int_fd=fund:psearch:search_result
日興－ＧＷ７つの卵	日興アセットマネジメント	-7.97%	null	null	1.98%	48,475百万円	世界各国の株式・債券から7つの資産を選び、国際分散投資を行なうことで中長期的な信託財産の成長をめざします。7つの資産の運用は、それぞれの分野に強みを持つ運用アドバイザーが各マザーファンドを通じて行ないます。	https://site0.sbisec.co.jp//marble/fund/detail/achievement.do?s_rflg=1&Param6=202311032&int_fd=fund:psearch:search_result
